panel_num,stitch_num,vertex_num,face_num
14,44,8748,15933
2,8,10219,19685
16,39,6684,11918
6,16,12896,24748
8,17,13357,25307
14,46,11193,20634
4,6,19866,38709
6,12,6522,12194
10,22,10509,19703
12,42,19626,37134
4,6,14724,28558
6,24,8547,16096
14,58,23944,44984
2,8,10877,20978
16,58,11579,20840
20,65,23693,44175
10,24,20156,38660
8,42,11156,20791
14,32,12465,23293
20,42,21512,39847
20,39,16020,29864
10,48,20080,37898
18,39,20829,39436
6,22,15998,30739
10,28,8628,15946
6,28,4222,7566
6,24,7599,14007
10,18,16649,31660
24,50,36712,68772
4,16,9371,17947
16,50,14284,26682
10,22,9282,17244
8,26,16968,32308
10,36,17589,33515
8,16,15957,30401
10,19,12499,23528
4,16,13580,25950
18,56,16140,29617
8,24,9300,17276
14,40,9052,16342
10,36,7708,14008
16,49,20317,38451
14,30,44407,86189
10,30,16476,31128
8,32,7906,14512
14,40,19789,37398
4,16,7974,15123
18,41,10115,18588
12,34,10548,19500
10,28,13261,24522
20,59,20419,38018
6,28,10141,19094
4,6,11829,22851
2,8,11292,21829
14,42,18589,34908
2,8,9299,17891
4,14,4363,8146
20,41,18091,33738
12,24,17240,32665
8,32,23106,44534
8,34,26553,51194
12,24,10141,18734
8,24,7003,12897
6,28,19146,36908
15,45,16379,30438
8,24,26683,50658
12,24,21228,40505
10,24,13104,23761
19,53,20168,37910
6,26,17953,34629
12,32,7282,13230
6,22,13117,24984
6,28,4041,7150
2,8,5506,10510
16,41,10915,19946
10,22,20841,39977
2,8,8751,16809
10,35,6824,12406
10,22,11598,21663
14,44,6596,11782
12,39,5471,9683
8,16,12571,23728
10,35,9333,17016
14,44,19312,36212
24,75,25427,46723
18,56,17331,32029
8,40,11217,20726
2,8,13054,25305
6,26,27841,54204
6,24,8614,16166
18,46,16783,30184
4,15,3525,6397
4,14,2921,5252
6,26,3848,6878
18,38,12426,22893
8,8,8208,15448
14,43,9427,17216
12,24,10521,19527
4,14,2392,4226
4,6,2039,3617
29,61,36698,68738
20,40,11988,22134
8,20,14227,26409
6,12,5458,10015
4,6,5527,10394
6,24,16022,30658
10,50,17136,32270
14,27,17879,33402
20,44,20011,37789
6,26,4628,8427
8,24,10363,19534
8,13,2409,4178
14,30,25037,47854
8,22,12003,22638
4,6,4398,8256
14,51,18507,34848
19,52,38041,72498
4,16,12950,24964
2,8,8087,15456
12,24,12447,23458
4,16,10202,19510
14,39,22178,42022
8,32,5917,10650
6,12,32090,62692
16,32,8193,14884
6,26,17844,34398
10,36,6887,12486
2,8,13404,25824
12,46,16482,31051
23,60,8622,15234
24,67,10118,18164
8,24,5028,9240
12,24,7708,14174
8,16,13672,25846
18,54,22893,43304
10,24,10899,19844
8,30,12013,22407
14,53,19605,37023
20,58,14883,27720
16,40,5561,9844
16,49,19646,36845
14,42,21144,39304
10,36,14834,28083
12,24,9520,17594
8,14,31043,58948
2,8,4923,9329
20,68,17733,32948
16,31,20613,39210
6,12,8222,15423
4,6,20535,40110
4,16,7177,13573
10,22,12046,22598
16,31,9977,18466
4,16,15438,29818
10,30,10988,20653
16,49,13836,25606
20,66,20041,37356
6,24,15054,28654
22,58,25242,47294
6,20,12610,24000
18,52,13052,23886
4,16,3462,6218
10,32,12512,23624
4,6,5311,10004
18,48,19602,37025
8,16,10109,18952
2,8,7664,14674
8,39,10173,18918
19,55,20893,39065
2,8,7751,14840
4,6,16413,31588
16,52,23137,43094
15,28,4908,8533
20,66,15283,28066
26,63,23431,42632
6,26,4438,8029
4,6,13888,26893
16,60,21967,41456
12,24,13334,24824
24,50,30721,58818
6,28,6235,11486
23,61,33334,62920
10,32,22981,43842
6,26,18775,36301
12,24,11234,21040
10,36,35240,67902
18,38,9918,18226
4,6,9277,17729
8,34,7572,13792
6,24,7361,13778
18,39,11318,20805
12,22,13042,24517
20,60,23656,43394
6,24,12188,23152
16,34,24303,46212
4,6,12570,24248
6,32,8503,15852
4,14,6933,13066
8,22,12769,24198
4,6,10741,20712
4,14,10456,20016
10,22,17905,33945
16,32,12676,23538
4,16,8891,16901
14,50,17481,32910
6,12,26917,52338
18,52,8756,15652
4,14,14463,27754
2,8,10924,21109
12,23,28817,55457
4,6,8791,16879
10,22,21555,41450
10,28,11774,22001
9,17,5025,9063
2,8,7743,14885
18,61,22321,41421
8,32,10134,18912
16,55,14154,26208
6,16,4877,8981
8,34,26239,50586
16,48,7927,14231
12,28,14898,27931
14,58,14608,27084
8,20,13066,24500
4,6,3912,7262
16,47,11675,21082
6,26,16294,31368
8,16,13940,26457
12,40,10495,19391
12,24,7480,13766
8,34,6603,11945
12,25,14719,27667
6,34,12800,24178
6,26,3902,6980
18,52,13034,24110
14,43,34146,65000
12,28,7644,13164
10,34,13106,24532
22,55,24355,44150
14,30,12890,24120
12,28,10491,18881
18,48,9450,17030
4,6,4314,8040
8,14,9865,17742
6,26,3145,5526
32,80,19205,34532
16,46,36365,67472
4,6,3285,6048
4,16,8589,16311
4,16,11750,22511
10,22,12708,23778
10,28,7167,13170
18,52,11927,21998
22,46,25990,48529
16,31,7637,13786
6,32,9799,18404
10,24,11313,20899
2,2,4046,7672
4,6,4471,8297
2,8,10290,19896
12,47,14845,27778
8,20,13770,25904
20,52,32342,60972
12,48,9842,18058
12,26,27282,51795
16,34,32201,61720
8,20,14115,26553
8,24,13607,25572
6,26,3971,7065
16,42,7734,13951
2,8,12112,23441
16,56,17445,32554
18,39,18847,35450
10,22,26145,50214
25,70,22691,41923
14,30,8136,14916
13,42,17316,32443
9,17,4148,7491
16,48,12760,23274
12,30,7154,13038
2,2,886,1535
6,12,4642,8472
8,15,16338,31296
8,26,15879,29978
12,24,30115,58150
6,26,2825,4904
6,26,3920,7012
6,22,12744,24170
14,27,25326,48441
19,53,14626,26387
8,18,20951,40257
20,45,44173,85226
14,38,21109,39492
14,26,14004,26466
14,44,13931,25904
22,62,29596,53158
14,30,16586,31353
12,32,7906,14254
4,14,2940,5288
8,16,15103,28940
6,12,14030,27053
8,30,13441,25434
14,59,17611,33019
18,53,11618,21264
6,12,6028,11160
8,16,8160,15204
18,58,14013,26145
24,50,29756,53203
6,28,4787,8628
10,20,6838,12648
18,36,39093,74868
6,12,6597,12185
12,25,20968,39997
6,28,9028,16830
4,16,6424,12095
6,12,6662,12478
16,50,22119,42074
8,24,9493,17668
20,41,22615,42711
8,26,10915,20468
4,16,3169,5640
10,30,13456,24631
6,28,12076,22907
16,60,13846,25622
6,24,10434,19788
6,24,13254,25175
8,32,13005,24424
20,45,22505,42184
8,22,9163,17084
28,76,26829,49452
14,38,9520,17462
34,87,15324,27574
6,26,7700,14342
16,33,30094,56239
10,19,7437,13779
4,6,38027,74753
14,46,13635,25414
6,24,10397,19656
6,16,11208,20909
16,50,23276,44007
12,32,9332,17110
14,40,20906,39382
6,12,6230,11612
6,24,12902,24476
22,70,21639,40212
17,32,3917,6629
20,42,39145,75780
10,24,17475,32707
6,34,14139,26715
8,24,4610,8320
18,54,29784,57130
12,30,8376,15408
8,24,4685,8482
20,42,17993,33048
20,56,38912,75040
8,22,9775,18282
6,28,5037,9100
4,6,5330,10007
8,40,13734,25770
14,29,31059,57810
11,38,10815,20040
4,16,7089,13353
16,50,23448,44520
6,22,14443,27530
12,40,9349,17065
12,33,10950,20318
4,6,14428,28005
6,24,10852,20538
12,39,12497,23423
12,26,18009,34017
20,63,21124,38068
32,69,17994,33022
13,24,3666,6416
14,44,22431,41548
6,27,19941,38507
8,32,7126,13102
13,13,5044,8866
18,38,15360,28567
14,29,38613,73870
6,24,5973,10864
12,24,14285,27006
8,24,4346,7812
18,51,7424,12969
8,20,9650,18203
6,10,9666,18198
16,52,12498,22369
8,34,7346,13482
12,36,15107,28386
26,68,47158,90618
12,24,14377,27060
12,28,18366,33216
10,31,15085,28525
12,30,8387,15468
22,72,19734,36186
18,36,9134,16596
10,32,9296,17166
12,32,12710,23796
6,12,6711,12434
12,32,9858,18144
6,10,23479,45077
18,50,18812,35121
4,6,5420,10142
4,14,10792,20594
10,30,19449,36905
20,42,16369,30340
14,30,17941,33782
10,40,33085,63988
8,30,28155,54482
10,48,19408,36427
12,26,21661,41283
4,6,31445,61603
18,54,8106,14402
23,60,23698,44263
14,50,17784,33377
4,6,4645,8708
8,24,9961,18643
4,6,9621,18530
8,15,6672,12363
6,28,9865,18579
10,34,9564,17836
4,16,3976,7228
14,30,16177,30528
4,6,5932,11218
4,16,9780,18632
14,58,16986,31604
22,59,43104,82060
6,28,6004,11037
10,28,7378,12970
10,22,10162,18764
2,8,9124,17523
18,40,25703,48336
16,46,14113,26234
4,14,2811,5032
10,19,8856,16497
4,6,2129,3764
4,14,2691,4808
2,8,11391,22004
2,8,11750,22837
14,44,19860,37248
16,34,20607,39146
6,12,6020,11232
16,45,20555,38632
6,12,6612,12338
8,20,9321,17659
12,24,15876,30038
16,44,19533,36745
16,56,17804,33104
4,16,8993,17126
4,6,4572,8506
4,6,5317,10024
4,16,8652,16482
6,28,28118,54601
12,32,7293,13174
20,41,9446,17372
6,12,15561,29761
2,2,1047,1847
4,6,24572,48051
16,56,13821,25000
16,48,16141,29867
8,24,11129,20855
12,24,26968,51862
28,68,18862,33804
15,30,12985,23982
10,36,14867,27708
12,25,34984,67597
4,16,9590,18061
10,34,17901,33722
12,32,15140,27673
8,30,24390,47029
10,46,16187,30278
14,29,10925,20078
6,28,4484,7857
20,56,16475,30346
6,24,9665,18151
8,16,20278,39078
8,34,16070,30616
8,16,6936,12643
16,44,18668,35274
4,16,9568,18210
12,28,6832,12060
6,24,10215,19330
20,44,13060,23938
4,6,10691,20619
12,23,14328,27022
6,20,15391,29557
4,6,3599,6656
8,16,10132,19116
20,40,29929,57109
19,53,32949,62839
14,30,12091,22537
28,72,57997,110828
14,30,34503,66746
6,28,13976,26698
12,24,12178,22884
6,28,21508,41570
10,28,9857,17924
6,26,4367,7890
6,24,7786,14624
4,6,13971,26898
6,28,4649,8390
6,12,6358,11843
18,38,25799,49200
4,6,2114,3766
6,28,4680,8253
2,8,10352,19981
6,27,54599,107276
10,22,22424,42990
4,6,13238,25645
12,46,15108,28254
8,42,17337,32916
8,24,8539,15637
14,42,9581,17626
10,36,9627,17706
21,59,34025,64501
2,2,4170,7956
2,8,6003,11440
14,43,28727,55257
14,40,10801,19956
12,48,19757,37290
14,30,9114,16344
6,26,4001,7174
26,69,25646,47166
16,34,22485,42643
12,39,26477,51034
4,16,7251,13749
14,40,10557,19476
2,2,8278,15993
24,71,19172,35423
8,32,12690,23935
6,26,15024,28838
14,42,16753,31204
4,6,2242,4001
12,42,9867,18162
4,6,29729,58272
4,6,4773,8958
23,47,27991,52276
12,39,14594,27482
10,36,20044,38338
8,40,15575,29378
22,64,25730,48390
14,44,12542,23172
4,14,2583,4594
12,46,9786,17958
10,32,6406,11569
6,12,9154,17378
4,6,10384,19786
6,28,22402,43325
10,10,9400,17380
14,42,12008,22319
14,30,10984,20435
2,2,8550,16620
2,8,13312,25724
14,27,23509,44204
6,12,11773,22435
32,86,16161,28988
12,24,10571,19694
8,32,23675,45473
10,35,19196,36686
8,14,11741,22400
12,24,8583,15714
4,16,12894,24755
12,40,9112,16745
8,16,16447,31350
6,11,19758,38287
18,48,20085,37800
16,48,38588,74502
24,49,40614,78152
16,54,23635,44010
8,24,6766,12462
12,32,7611,13837
6,24,12747,24290
4,14,11492,22036
12,40,13675,25500
4,16,7772,14760
14,44,17980,33800
10,42,11643,21673
6,24,15496,29670
4,16,7484,14137
16,42,22872,42354
2,2,3154,5949
2,8,5614,10717
8,26,15488,29431
10,40,14594,27338
8,16,21018,40560
12,28,15060,28269
26,63,27432,49952
29,77,65005,124599
14,52,14505,26498
10,22,11648,21760
8,32,14829,28151
6,28,27950,54350
2,8,6539,12493
12,32,11018,19445
10,48,12911,24062
2,2,6975,13458
6,26,3308,5828
10,36,9490,17450
12,51,12694,23355
8,18,22085,42510
12,32,9466,17238
6,24,12670,23955
2,8,7869,15074
12,40,24294,46338
24,60,23023,42657
18,58,13616,24987
14,52,17104,32118
12,30,8251,15104
4,16,4154,7616
6,28,5477,9980
18,50,39611,75690
12,24,11949,22374
18,35,21456,40490
4,14,2654,4720
14,44,6586,11760
8,41,16530,31186
4,6,3137,5674
10,38,23713,45403
4,6,3240,5942
8,24,5565,10058
22,60,21037,39386
4,6,12543,24233
6,34,10438,19565
4,6,3457,6389
4,14,2475,4396
24,53,22803,42654
14,46,13692,25358
18,38,11381,20996
12,41,7351,13082
4,6,1925,3402
16,56,23491,44311
12,40,8006,14452
14,30,7142,12816
13,29,29041,55568
10,40,16205,30434
20,65,14980,27622
8,16,12703,23772
12,26,20659,39503
4,14,12236,23410
14,48,17512,32708
18,38,11884,21944
10,32,6983,12856
8,23,4804,8626
4,6,3694,6832
18,61,13052,23482
8,28,6508,11882
8,22,10518,19728
12,26,24516,46887
6,28,4729,8430
6,12,5355,9888
4,16,4009,7314
6,26,6479,11971
6,12,6485,12127
18,55,14675,27186
22,72,20322,37664
14,46,17691,33446
8,24,7952,14554
14,31,12484,23215
12,24,10009,18688
6,24,14578,27800
4,14,7211,13648
4,16,3177,5680
18,37,22706,42902
18,66,16218,30004
14,38,20532,37946
10,18,20493,39163
22,46,12062,22087
4,6,2711,4918
8,14,9984,18824
4,16,7017,13043
20,50,19933,37499
8,16,11491,21778
14,40,14105,26305
14,42,9392,17188
12,26,15675,29575
8,26,12198,23012
12,46,14743,27192
18,52,12150,22204
6,32,9300,17374
6,34,15959,30429
16,34,9484,17272
2,8,4988,9531
10,22,19216,36932
4,16,12848,24672
22,60,14808,26854
6,24,11567,21783
14,36,19552,35912
2,8,8989,17385
16,46,8527,15406
16,40,16106,29367
8,40,10036,18497
12,32,7128,12988
20,56,23704,44608
10,41,12134,22729
8,24,13169,24896
6,26,3573,6352
8,16,20983,40489
12,26,7735,14252
6,10,9265,17240
21,45,14978,27743
18,54,45597,88554
12,32,10908,19880
20,41,37725,72879
10,36,12368,23185
8,32,30531,59194
8,20,11292,21174
12,26,13501,25360
19,41,36799,70863
6,24,8198,15426
12,40,18803,35088
24,70,18559,34122
14,44,14736,27530
18,53,28996,54582
8,16,9552,17978
2,8,7271,13929
4,6,23585,46027
4,14,3301,5978
8,14,12181,23006
8,24,8916,16560
4,14,8377,15882
12,42,10272,18848
4,6,24154,47116
4,16,10139,19211
27,56,20307,37321
4,6,5146,9677
16,32,10143,18570
18,46,18630,34181
14,30,6182,11177
6,26,4386,7918
16,54,25343,47277
4,16,8605,16406
6,12,6008,11204
4,16,10413,19938
12,24,12492,23574
8,30,12622,23833
6,28,4913,8774
8,14,5093,9310
10,34,9784,18130
24,62,21122,39566
4,14,2860,5128
10,48,9599,17664
8,34,6968,12706
14,29,11154,20856
16,31,2565,4402
6,11,6625,12507
10,10,4880,8870
16,40,9969,18286
4,16,4004,7314
4,16,11986,23070
12,48,16472,30910
8,24,5201,9327
8,24,7886,14374
2,8,11148,21650
8,18,6755,12406
4,6,5413,10246
14,30,25403,48436
16,58,17203,32103
6,12,18746,36240
6,24,6705,12500
6,27,4164,7464
16,31,11022,20406
14,30,17577,33380
8,16,7339,13656
8,26,15628,29574
10,36,20850,40152
14,40,21790,41432
10,22,43709,85376
15,28,5377,9537
10,18,19551,36656
6,26,3290,5800
16,48,12707,23304
14,30,40761,78776
14,44,10351,19096
2,8,13337,25769
14,46,8952,16340
10,48,13251,24682
8,24,14323,26599
6,28,14731,28145
4,6,3740,6856
8,18,8599,16164
24,62,19473,36060
16,58,22786,42938
31,63,23431,43096
4,16,12383,23751
14,30,16886,31907
8,24,8812,16428
4,16,12191,23421
4,6,6803,12918
14,54,14387,26125
4,6,9168,17653
8,14,9238,17524
16,32,28570,52601
10,36,5189,9304
8,13,6813,12786
11,23,17571,33262
18,52,6236,11026
2,2,1708,3166
4,16,6721,12696
12,24,9914,18558
16,31,10596,19101
8,14,16532,31394
4,6,5043,9488
14,42,12338,22916
16,45,16627,31182
14,46,6262,11180
4,6,4110,7646
4,6,4544,8494
12,28,9759,17482
4,14,3309,5994
4,16,3972,7234
10,35,5532,9939
12,28,20258,37521
6,12,9999,18992
14,40,13098,24467
15,15,6285,11010
24,63,49355,94988
12,36,12241,22804
4,16,13707,26434
30,86,26323,47470
14,30,22214,41309
4,16,11117,21209
8,14,8739,16140
8,22,8592,16040
12,32,7208,12914
6,24,7781,14548
22,60,14425,26682
12,32,11623,21070
21,42,23428,43763
8,24,4644,8432
10,22,13531,25461
14,45,9864,18102
10,30,18694,35414
14,30,9814,17934
8,25,5001,8990
16,34,18432,34626
4,16,11990,22982
2,8,7330,14034
14,36,7342,13295
4,14,12699,24290
2,8,6402,12275
4,6,13910,26911
16,46,20882,38837
16,36,33028,63498
8,14,11782,22088
18,37,21888,40887
14,45,10625,19549
8,32,25193,48644
4,6,8840,16977
12,25,10612,19724
18,48,19531,36760
12,50,11678,21633
24,66,19087,35430
12,52,17441,32736
18,52,16830,31425
4,16,8481,16013
14,30,26063,50255
8,24,7397,13734
6,12,27495,53580
4,16,12146,23400
12,40,9543,17106
6,12,21891,42358
28,59,33022,61616
14,44,29367,56024
4,6,7659,14583
18,68,18839,35278
10,19,7470,13890
21,45,34367,64986
8,40,14494,27369
2,8,11886,23006
8,38,9536,17702
16,48,8069,14465
10,32,11693,21952
20,41,31479,59080
23,45,6692,11890
10,36,30053,58182
14,36,10116,18033
6,24,9490,17898
12,38,16910,31906
16,32,13082,24482
4,16,13969,26784
10,38,13020,24350
18,40,9275,16934
8,30,28191,54717
12,40,29569,56488
2,8,12754,24674
2,8,9013,17377
16,48,26919,51353
8,23,4172,7500
8,13,6577,12238
4,14,3275,5928
6,16,4768,8548
12,40,29953,57826
8,30,6292,11433
6,26,3108,5456
6,28,24389,47326
14,45,20809,39590
4,6,10037,19342
14,28,10144,18834
16,58,13666,25212
14,42,15092,28100
4,16,4079,7464
20,61,17400,32018
6,26,3902,6980
2,8,11277,21795
12,32,7242,13096
14,45,11876,21981
2,8,6516,12404
4,14,6292,11820
16,32,10783,19972
6,24,13250,25278
4,6,5224,9763
10,38,9277,17014
12,35,16608,31429
12,24,11539,21610
12,24,10064,18844
8,14,15694,30046
2,8,7604,14522
20,56,38496,73974
12,32,7666,13970
4,6,12993,24918
6,11,9065,17255
4,6,15956,30939
24,58,16525,29940
4,14,3247,5876
18,38,10760,19638
14,40,11412,21062
12,25,27383,52852
28,80,22685,42028
16,32,7486,13684
6,12,8433,15944
12,26,24123,45938
12,24,11169,21036
12,40,8748,15960
6,22,10577,19985
6,28,5392,9850
16,36,16262,30516
10,41,15367,29077
8,32,29177,56593
4,16,10366,19853
20,56,19142,35488
16,56,19492,36408
14,30,11567,21403
4,6,12936,25057
20,56,41177,79474
4,16,11014,21010
4,14,3301,5978
18,36,17120,31302
12,30,15181,28628
8,38,19566,37329
2,8,4682,8830
6,34,13554,25659
6,28,5581,10235
4,16,9178,17486
8,17,7954,14848
6,12,8276,15497
10,29,13252,24957
2,2,3383,6424
10,36,14622,27362
6,22,14411,27452
6,28,4422,7956
26,53,18862,35254
14,28,9376,17390
8,17,10634,20040
8,16,18673,35691
4,6,5840,11024
2,8,9299,17916
22,56,29964,55773
8,22,13533,25660
10,36,28578,55238
18,52,10069,18074
10,22,18404,35146
11,21,16362,31065
4,14,3168,5726
4,14,12342,23658
5,5,8415,15975
6,24,9252,17480
8,20,10295,18869
14,44,18127,34058
4,16,9929,18916
12,26,14819,27864
6,26,3920,7012
14,44,8379,15172
10,37,17471,33101
4,16,5173,9630
14,28,9493,17633
10,32,17014,32244
4,16,9094,17373
10,42,18738,35626
2,2,1087,1910
2,8,14689,28553
14,56,12334,22702
24,64,18926,35298
14,44,11284,20674
6,26,14047,26924
4,16,6709,12626
10,24,8731,15743
6,19,4292,7773
12,24,18653,35316
14,40,15866,29989
12,24,13331,24924
10,37,5089,9076
14,32,16498,30702
16,40,9473,17046
8,42,16812,31782
8,24,13107,24728
10,36,9219,17046
12,38,20291,38462
12,50,17059,32018
6,12,6803,12722
2,8,7494,14359
12,28,13891,25111
8,22,5627,10360
18,38,11187,20582
4,6,20827,40662
20,58,11145,20188
24,64,20921,38486
8,16,23045,44562
4,6,11652,22540
8,22,12171,23036
4,6,4793,9028
8,14,18946,36426
8,24,3904,6880
12,46,12106,22096
10,32,11706,21902
17,37,19693,37146
8,20,11102,20291
4,6,16658,32381
18,54,9318,16758
8,16,11837,22446
12,24,8478,15602
10,36,20370,38900
2,8,10270,19777
10,36,7613,13865
8,34,20900,40063
4,14,10634,20274
14,46,24842,47405
6,6,11106,21186
6,22,13775,26158
2,8,10380,19987
10,28,17470,32744
2,2,1150,2068
12,24,7891,14530
10,22,8562,15884
20,57,5109,8770
4,6,11396,22014
10,32,13343,25082
10,22,26662,51371
2,8,10285,19755
6,28,4246,7521
8,30,10101,18920
10,36,5297,9280
16,39,7324,12998
16,42,6805,12078
14,30,15651,29368
27,56,14738,26975
18,36,37579,71580
14,45,7994,14394
6,26,3975,7120
8,24,7698,14096
12,39,6679,11802
6,12,13480,25798
6,28,4299,7712
2,8,4521,8619
6,28,4622,8326
2,2,13380,26160
8,18,8777,16269
4,6,2447,4443
18,38,24810,47147
4,14,7624,14432
6,26,5508,10047
16,48,15096,27982
16,57,19410,36350
18,65,12702,23184
12,24,11892,22378
10,36,6473,11726
10,32,6957,12648
10,22,53141,103720
16,32,12355,23114
22,70,20877,38263
4,14,8939,16986
2,8,7771,14909
12,24,9554,17824
4,6,3752,6951
16,50,14938,27704
14,45,44398,85788
14,36,7115,12878
8,28,15121,28763
4,14,12987,24902
6,28,4183,7448
2,8,5290,10041
12,32,10815,19966
4,6,27263,53346
12,32,12385,22970
4,6,13571,26251
22,62,24126,45210
20,42,40233,77770
12,32,8848,15925
25,63,27886,51446
8,24,19413,36899
12,46,13742,25636
12,28,13316,24678
4,16,13151,25408
11,38,29664,57075
2,8,8375,16159
14,37,8502,15369
14,30,17664,33377
12,31,8687,15906
16,48,30875,59095
16,39,8847,16174
16,57,17088,31726
16,32,9009,16506
8,26,17716,33886
4,6,6314,11941
6,26,3898,6974
4,16,4165,7616
16,46,16046,30076
9,17,3129,5573
26,67,18818,34712
4,6,10896,21052
18,53,21466,40518
22,45,10637,19268
14,44,18731,35610
2,2,5531,10672
23,47,25450,47688
14,29,20708,39129
10,36,8299,15140
2,8,5770,10989
10,36,32708,62520
19,52,33493,63064
18,61,11759,21488
15,46,16502,30882
4,6,5678,10676
12,34,11286,20987
12,32,7847,14160
4,16,10864,20829
4,14,3301,5978
26,55,48981,93688
20,56,19414,36228
2,2,4141,7888
4,6,3641,6735
8,24,11420,21380
16,48,21723,40510
14,28,12785,23874
2,8,14213,27583
22,49,17362,32262
6,26,15713,30264
26,54,37845,70002
14,30,21905,41868
4,16,15819,30563
4,6,4664,8702
10,28,15829,29836
8,18,9117,17130
4,6,22248,43357
4,6,13562,26204
8,24,14357,27272
10,35,12145,22778
15,43,69583,135027
12,26,8613,15900
10,34,20764,39616
2,2,6957,13440
25,70,47900,91481
4,6,4172,7785
8,26,11102,20838
6,12,15403,29465
6,28,4924,8923
8,40,9359,17304
16,50,44563,85893
14,38,11299,20792
16,34,15439,28824
8,16,8475,15856
23,67,23409,43437
12,26,25235,48202
4,14,3273,5924
28,82,22336,40742
8,18,29096,56479
18,38,14222,26420
17,47,38802,73539
16,43,14848,27640
6,22,7255,13422
8,16,5680,10538
13,43,25931,49004
8,38,14755,27816
18,49,21594,39658
29,60,24552,45285
12,23,25231,48616
8,14,24762,46958
4,6,5782,10902
16,38,14549,27012
16,58,16956,31586
16,32,36440,69662
6,24,11336,21500
8,36,9293,17183
16,40,16670,29991
8,15,6904,12778
4,6,7942,15192
12,34,15719,29257
12,40,21588,41176
14,46,16475,30949
4,16,3380,6064
6,26,3336,5896
14,30,14894,27860
6,28,19084,36734
14,52,14853,27376
10,22,12770,24089
6,24,8884,16690
10,32,18548,35279
14,30,20106,38329
10,36,6824,12355
16,47,37567,71728
26,78,18446,33033
24,62,29745,55934
10,38,8009,14424
16,29,9312,16966
8,14,13613,25148
14,30,27719,52534
10,28,9889,18062
4,6,8025,15393
14,46,9772,17632
6,16,6594,12293
8,16,11493,21712
12,23,10285,19162
12,24,9180,16834
6,12,6647,12246
22,47,17610,32420
20,41,40084,77058
16,32,8597,15792
14,58,16062,29868
20,59,10155,18214
12,24,17304,32758
4,6,23957,46861
18,62,19310,36114
4,6,4285,8004
12,25,12130,22437
4,16,6481,12177
18,37,7530,13439
4,14,6983,13166
4,14,3301,5980
4,16,9074,17312
8,22,6235,11442
4,6,12044,23228
9,19,4615,8301
12,30,12586,23532
14,48,14534,26889
21,60,31353,59304
8,24,10185,19030
14,32,21023,40100
8,26,7178,13212
16,50,42621,82494
26,84,17651,32462
2,8,8190,15673
4,16,10220,19604
4,6,4798,8986
12,48,20535,38888
19,57,42234,81330
14,36,17193,31273
10,42,16024,29818
14,60,12705,23400
10,22,12490,23548
12,40,16554,31352
14,49,15828,29448
30,77,41248,77650
4,6,19773,38228
12,39,10991,20026
20,41,21500,40527
6,24,9307,17614
18,66,20504,38136
10,28,16333,30783
12,22,9798,17887
18,40,18570,35211
12,24,16538,31460
12,26,41163,79750
10,46,16522,31024
17,38,54336,105323
12,32,7778,14254
14,30,12897,24059
2,2,1606,2915
16,33,10820,19950
4,14,3301,5978
16,32,44498,84794
14,50,16318,30503
22,63,15155,28005
11,38,17709,33179
20,52,15842,29260
10,20,11248,21055
16,32,13611,25464
2,8,10867,21093
4,14,6816,12872
16,58,19577,36707
18,50,14420,26222
10,29,8826,16316
17,47,5554,9932
4,16,7129,13388
8,24,11390,21094
14,44,20161,38197
4,6,11013,21272
4,16,3207,5706
14,44,13313,24677
18,56,33105,62932
16,32,7120,13070
18,37,9441,17170
6,26,18841,36302
4,16,3809,6926
12,24,10398,19425
8,38,10117,18822
18,61,13507,24589
18,37,21457,40098
4,14,12309,23554
6,22,14844,28407
20,68,18508,34255
12,26,22187,42274
14,36,9694,17596
12,24,11343,21184
14,26,31738,59312
4,6,16955,32973
2,8,6429,12289
21,55,12059,21558
20,39,10423,19012
18,48,25429,47788
4,14,7907,14990
22,67,20761,38383
10,36,12694,23750
24,51,32063,60804
10,42,12636,23690
14,32,14373,25780
14,40,14034,26176
8,24,7760,14348
14,52,20822,39238
2,8,9246,17853
8,23,4355,7756
12,25,10819,20101
14,44,12854,23745
12,24,37054,72110
4,6,30640,60107
16,40,9126,16500
4,16,9177,17447
8,42,13741,25755
12,48,9922,18126
6,26,11052,21018
22,44,78494,152124
6,16,14833,28112
16,40,7605,13748
2,8,9519,18437
10,20,9831,18405
14,46,9509,17458
20,64,20216,37870
10,36,23717,45402
16,34,19899,37643
4,16,12344,23602
12,39,17606,33387
16,34,22752,43030
6,12,16081,30966
20,41,18324,34059
4,16,3410,6112
6,12,4743,8422
18,52,18323,34119
8,24,4395,7857
10,37,7809,14290
16,57,20829,39098
4,6,9775,18839
16,53,18146,33732
20,57,43944,84340
12,25,10150,18976
18,52,14779,27576
4,16,11958,22900
4,6,5104,9626
17,33,12806,23562
16,56,40688,77330
15,45,7988,14356
6,16,7140,13241
2,2,1664,3066
14,45,6819,12064
18,58,27107,50798
16,60,20983,39563
12,28,12606,23592
4,16,6482,12132
4,16,7715,14660
4,16,8006,15196
8,17,8244,15388
10,32,24202,46228
14,30,18198,34468
6,10,21529,41389
8,22,14593,27744
12,40,19327,36743
8,16,10784,20314
4,6,10213,19652
4,16,7513,14253
10,32,9569,17474
12,38,13366,24672
4,16,4139,7580
22,60,20724,38162
6,24,7268,13552
4,16,8947,16992
12,46,15675,29393
4,6,8664,16658
12,28,16620,31218
4,6,12714,24548
6,24,13880,26497
14,44,12211,22634
18,52,15766,29439
